chembl_id,generic_name,max_phase,mol_type,n_synonyms,brand_names,research_codes
CHEMBL1614701,selumetinib,4.0,Small molecule,21,selumetinib|selumetinib,arry-142886|arry-886|azd-6244|azd6244
CHEMBL1615025,tak-733,2.0,Small molecule,6,,tak-733|tak733
CHEMBL1615369,dabigatran etexilate mesylate,4.0,Small molecule,12,dabigatran etexilate accord|dabigatran etexilate leon farma|dabigatran etexilate mesylate|pradaxa|pradaxa (dabigatran etexilate mesylate),bibr 1048 ms|bibr-1048-ms
CHEMBL1615933,omiganan,3.0,Protein,3,omiganan,
CHEMBL1617,rifaximin,4.0,Small molecule,20,normix|rifacol|rifaximin|rifaximin|targaxan,nsc-758957
CHEMBL1619,cladribine,4.0,Small molecule,24,cladribine|cladribine|cladribine|cladribine|leustat,nsc-05014|nsc-105014|nsc-105014-f|rwj 26251|rwj-26251
CHEMBL1620,diphenhydramine hydrochloride,4.0,Small molecule,34,antitussive|beldin|belix|benadryl|benadryl preservative free,nsc-33299
CHEMBL1621,paliperidone,4.0,Small molecule,19,invega|paliperidone|paliperidone|paliperidone,nsc-759623|r-76477|ro-76477|ro76477
CHEMBL1622,folic acid,4.0,Small molecule,34,bio science|folacin|folic acid|folic acid|folic acid component of folvron,b03bb01|nsc-3073
CHEMBL1626570,hexocyclium methylsulfate,4.0,Small molecule,9,hexocyclium metilsulfate|tral,nsc-30256
CHEMBL1627367,fluoroestradiol,4.0,Small molecule,3,,
CHEMBL1628227,doxepin,4.0,Small molecule,10,doxepin|doxepin|sinepin|sinequan,
CHEMBL1628688,zibotentan,3.0,Small molecule,7,zibotentan|zibotentan,zd-4054|zd4054
CHEMBL163,ritonavir,4.0,Small molecule,30,norvir|ritonavir|ritonavir|ritonavir|ritonavir,a-84538|abbott-84538|abt-538|nsc-693184
CHEMBL1633,ketotifen fumarate,4.0,Small molecule,17,acuvue theravision with ketotifen|alaway|children's alaway|ketotifen fumarate|ketotifen fumarate,"hc 20,511 fumarate|hc-20511 fumarate|nsc-757415"
CHEMBL1637,gemcitabine hydrochloride,4.0,Small molecule,13,gemcitabine hydrochloride|gemcitabine hydrochloride|gemzar|infugem,ly-188011 hydrochloride|ly188011 hydrochloride
CHEMBL1642,imatinib mesylate,4.0,Small molecule,28,gleevec|glivec|imatinib accord|imatinib actavis|imatinib koanaa,nsc-716051|qti-571|qti571|sti 571|sti-571
CHEMBL1643,ribavirin,4.0,Small molecule,35,copegus|cotronak|rebetol|ribapak|ribasphere,nsc-163039|sch 18908|sch-18908
CHEMBL1643895,ramosetron,4.0,Small molecule,3,ramosetron,
CHEMBL1646,indocyanine green,4.0,Small molecule,7,ic-green|indocyanine green|spy agent green kit,
CHEMBL1653,pheniramine maleate,4.0,Small molecule,24,avil|avil ret|daneral-sa|pheniramine maleate|pheniramine maleate component of naphcon-a,nsc-757270|pm-241
CHEMBL1655,toremifene,4.0,Small molecule,12,toremifene|toremifene,gtx-006|j33.157k
CHEMBL1657,tazarotene,4.0,Small molecule,21,arazlo|avage|fabior|tazarotene|tazarotene,agn 190168|agn-190168|agn190168
CHEMBL1659,chlorpheniramine maleate,4.0,Small molecule,42,allercalm allergy relief|allerief|alunex|antagonate|calimal,nsc-756684
CHEMBL1663,perflutren,4.0,Small molecule,20,definity|definity rt|luminity|optison|perflutren,dmp 115|dmp-115|dmp115|fs-069|fs069
CHEMBL166937,sarcnu,2.0,Small molecule,5,,nsc-364432
CHEMBL1670,mitotane,4.0,Small molecule,23,lysodren|mitotane|mitotane|opddd,cb 313|cb-313|nsc-38721
CHEMBL1671,propranolol hydrochloride,4.0,Small molecule,65,anaprilin|angilol|apsolol|avlocardyl|bedranol,ay 64043|ay-64043|ici 45520|ici-45520|nsc-91523
CHEMBL167691,laromustine,3.0,Small molecule,12,cloretazine|laromustine|laromustine,101m|nsc-734246|vnp-40101m|vnp40101m
CHEMBL167731,pixantrone,4.0,Small molecule,10,pixantrone|pixantrone|pixantrone,bbr 2778|bbr-2778|bbr2778
CHEMBL1678,donepezil hydrochloride,4.0,Small molecule,20,adlarity|aricept|aricept evess|aricept odt|donepezil hydrochloride,bnag|e-2020|e2020|nsc-737535|nsc-758882
CHEMBL1679,leucovorin,4.0,Small molecule,5,,
CHEMBL1680,octreotide,4.0,Protein,11,octreotide|octreotide|octreotide,sms 201-995|sms-201-995|sms-995|sms995
CHEMBL1683544,eribulin mesylate,4.0,Small molecule,14,eribulin baxter|eribulin mesylate|halaven|mevlyq,e-7389|e7389|nsc-707389
CHEMBL1683590,eribulin,4.0,Small molecule,10,eribulin,b-1939|e-7389 free base|er-086526
CHEMBL1684984,izorlisib,2.0,Small molecule,11,izorlisib,ch-5132799|ch5132799|ch5132799-000|pa-799|pa799
CHEMBL1689,tolazoline hydrochloride,4.0,Small molecule,8,benzidazol|priscol|priscoline,nsc-757353|tcmdc-125842
CHEMBL1690,hydroxychloroquine sulfate,4.0,Small molecule,15,hydroxychloroquine sulfate|plaquenil|plaquenil sulfate|quinoric|sovuna,nsc-4375|tcmdc-123987
CHEMBL1694,benazepril hydrochloride,4.0,Small molecule,18,benazepril hydrochloride|benazepril hydrochloride|benazepril hydrochloride component of cardalis|benazepril hydrochloride component of fortekor plus|benazepril hydrochloride component of lotensin hct,cgs 14824a hcl|cgs-14824a hcl|nsc-758920
CHEMBL1697771,rebamipide,3.0,Small molecule,10,rebamipide,nsc-758955|opc-12759
CHEMBL1697854,zorubicin,2.0,Small molecule,6,zorubicin,"rp 22,050|rp-22050"
CHEMBL1698,bupropion hydrochloride,4.0,Small molecule,24,bupropion hydrochloride|bupropion hydrochloride|bupropion hydrochloride component of auvelity|bupropion hydrochloride component of contrave|forfivo xl,bw 323|bw-323|bw323|nsc-315851
CHEMBL169896,osi-7904,2.0,Small molecule,11,,bw-1843|bw1843|gs7904|osi-7904l|tcmdc-131928
CHEMBL17,dichlorphenamide,4.0,Small molecule,11,daranide|diclofenamide|keveyis|oratrol,
CHEMBL1703,metformin hydrochloride,4.0,Small molecule,57,bolamyn sr|diagemet xl|fortamet|glucamet 500|glucamet 850,ex-404|ex404|la-6023|nsc-91485
CHEMBL1714,ketamine hydrochloride,4.0,Small molecule,22,ketalar|ketamine hydrochloride|ketamine hydrochloride|ketaset,"ci-581|cl 369|cl-369|cn-52,372-2|cn-52372-2"
CHEMBL1716,cyproheptadine hydrochloride,4.0,Small molecule,13,cyproheptadine hydrochloride|cyproheptadine hydrocloride|periactin,nsc-169911|nsc-759282
CHEMBL1719,olopatadine hydrochloride,4.0,Small molecule,23,olopatadine hydrochloride|olopatadine hydrochloride|olopatadine hydrochloride component of ryaltris|opatanol|pataday,alo-4943a|alo4943a|kw-4679|kw4679
CHEMBL1720,palonosetron hydrochloride,4.0,Small molecule,18,aloxi|palonosetron accord|palonosetron hospira|palonosetron hydrochloride|palonosetron hydrochloride,rs-25259-197
CHEMBL1721885,su-014813,2.0,Small molecule,2,,
CHEMBL1722,methylphenidate hydrochloride,4.0,Small molecule,40,adhansia xr|aptensio xr|concerta|delmosart|equasym,nsc-169868|spd-544|spd544
CHEMBL1722209,tolterodine tartrate,4.0,Small molecule,11,detrol|detrol la|tolterodine tartrate|tolterodine tartrate,pnu-200583e
CHEMBL1724,mepenzolate bromide,4.0,Small molecule,10,cantil|mepenzolate bromide,an-6437|ft-0671006|hy-17585|nsc-4358
CHEMBL1730601,gimeracil,3.0,Small molecule,7,gimeracil|gimeracil component of teysuno,
CHEMBL1735,indinavir sulfate,4.0,Small molecule,14,crixivan|indinavir sulfate,"l-735,524|l-735524|mk-639|nsc-697197"
CHEMBL1737,sildenafil citrate,4.0,Small molecule,26,granpidam|liqrev|mysildecard|nipatra|patrex,"nsc-744009|nsc-758669|uk-92,480-10|uk-92480-10"
CHEMBL1738758,onvansertib,2.0,Small molecule,7,onvansertib|onvansertib,nms-1286937|nms-p937|pcm-075
CHEMBL1738797,alectinib,4.0,Small molecule,28,alecensa|alectinib|alectinib,af-802|af802|ch-5424802|ch5424802|ro-5424802
CHEMBL1738889,enobosarm,3.0,Small molecule,7,enobosarm|enobosarm|ostarine,gtx-024|mk-2866
CHEMBL1741,clarithromycin,4.0,Small molecule,39,biaxin|biaxin xl|biaxin xl pac|clarie xl|clarithromycin,a-56268|abbott-56268|nsc-758704|te-031
CHEMBL1742981,abagovomab,3.0,Antibody,4,abagovomab,aca-125|men-2234
CHEMBL1742982,aflibercept,4.0,Protein,42,aflibercept|aflibercept|eylea|yesafili|zaltrap,abp-938|ave-0005|ave0005|bay-86-5321|bay-865321
CHEMBL1742984,amatuximab,2.0,Antibody,4,amatuximab|amatuximab,morab-009
CHEMBL1742989,bavituximab,3.0,Antibody,5,bavituximab|bavituximab,ch3g4|tarvacin
CHEMBL1742991,benralizumab,4.0,Antibody,12,benralizumab|benralizumab|fasenra,biw-8405|medi-563
CHEMBL1742992,blinatumomab,4.0,Antibody,16,blinatumomab|blinatumomab|blincyto,amg-103|amg103|medi-538|medi538|mt-103
CHEMBL1742994,brentuximab vedotin,4.0,Antibody drug conjugate,18,adcetris|brentuximab vedotin|brentuximab vedotin,cac-10|cac10|cac10-vcmmae|sgn-35
CHEMBL1742998,cantuzumab ravtansine,2.0,Antibody drug conjugate,7,cantuzumab ravtansine|cantuzumab ravtansine,huc242-dm4|imgn-242|imgn242
CHEMBL1742999,carlumab,2.0,Antibody,5,carlumab|carlumab,cnto 888|cnto-888
CHEMBL1743001,cixutumumab,2.0,Antibody,5,cixutumumab|cixutumumab,imc-a12|nsc-742460
CHEMBL1743006,dalotuzumab,2.0,Antibody,6,dalotuzumab|dalotuzumab,mk 0646|mk-0646|mk0646
CHEMBL1743007,daratumumab,4.0,Antibody,16,daratumumab|daratumumab|daratumumab component of darzalex faspro|darzalex,3003-005|humax-cd38|humax-cd 38|humaxcd38
CHEMBL1743010,elotuzumab,4.0,Antibody,13,elotuzumab|elotuzumab|empliciti,bms-901608|huluc63|pdl-063|pdl063
CHEMBL1743016,farletuzumab,3.0,Antibody,6,farletuzumab|farletuzumab,m3|morab-003
CHEMBL1743019,figitumumab,3.0,Antibody,7,figitumumab|figitumumab,"871|cp-751|cp-751,871|cp-751871"
CHEMBL1743022,fresolimumab,2.0,Antibody,7,fresolimumab|fresolimumab,gc-1008|gc1008|gz-402669|gz402669
CHEMBL1743024,ganitumab,3.0,Antibody,6,ganitumab|ganitumab,amg 479|amg-479|amg479
CHEMBL1743026,gevokizumab,3.0,Antibody,7,gevokizumab|gevokizumab,vpm-087|vpm087|xoma 052|xoma-052
CHEMBL1743027,girentuximab,3.0,Antibody,8,girentuximab|girentuximab|rencarex,ca9-scan cg250|cg-250|cg250|wx-g250
CHEMBL1743028,glembatumumab vedotin,2.0,Antibody drug conjugate,7,glembatumumab vedotin|glembatumumab vedotin,cdx-011|cr-011-vcmmae
CHEMBL1743030,icrucumab,2.0,Antibody,6,icrucumab|icrucumab,imc 18f1|imc-18f1|imc18f1
CHEMBL1743032,intetumumab,2.0,Antibody,7,intetumumab|intetumumab,cnto 095|cnto-095|cnto 95|cnto-95
CHEMBL1743041,mogamulizumab,4.0,Antibody,16,mogamulizumab|mogamulizumab|poteligeo,amg-761|km-8761|km8761|kw-0761
CHEMBL1743043,moxetumomab pasudotox,4.0,Antibody drug conjugate,12,lumoxiti|moxetumomab pasudotox|moxetumomab pasudotox,cat-8015|ha-22|ha22
CHEMBL1743047,necitumumab,4.0,Antibody,12,necitumumab|necitumumab|portrazza,11f8|imc-11f8
CHEMBL1743048,obinutuzumab,4.0,Antibody,24,gazyvaro|obinutuzumab|obinutuzumab,afutuzumab|ga-101|ga101|humab cd20|humab<cd20>
CHEMBL1743049,olaratumab,4.0,Antibody,10,lartruvo|olaratumab|olaratumab,imc-3g3|imc3g3
CHEMBL1743051,onartuzumab,3.0,Antibody,11,onartuzumab|onartuzumab,metmab|metma-b|pro-143966|pro143966|pro-143996
CHEMBL1743052,oportuzumab monatox,3.0,Antibody drug conjugate,11,"oportuzumab monatox|oportuzumab monatox|proxinium|proxinium, vicinium|vicineum",4d5mocb-eta|vb4-845|xd60e5x7fi
CHEMBL1743062,ramucirumab,4.0,Antibody,13,cyramza|ramucirumab|ramucirumab,1121b|imc-1121b|ly3009806
CHEMBL1743063,rilotumumab,3.0,Antibody,5,rilotumumab|rilotumumab,amg 102|amg-102
CHEMBL1743064,robatumumab,2.0,Antibody,6,robatumumab|robatumumab,19d12|sch 717454|sch-717454
CHEMBL1743070,siltuximab,4.0,Antibody,12,siltuximab|siltuximab|sylvant,cllb8|cnto-328|cnto328
CHEMBL1743073,sotatercept,4.0,Protein,12,sotatercept|sotatercept|winrevair,ace-001|ace-011|ace011
CHEMBL1743079,teprotumumab,4.0,Antibody,25,onilcamotide|tepezza|teprotumumab|teprotumumab,hzn-001|hzn001|r-1507|rg-1507|rg1507
CHEMBL1743080,tigatuzumab,3.0,Antibody,6,tigatuzumab,cs-1008|tra-8
CHEMBL1743082,trastuzumab emtansine,4.0,Antibody drug conjugate,14,kadcyla|trastuzumab emtansine|trastuzumab emtansine,pro-132365|rg-3502|tdm-1|tdm1|trastuzumab-mcc-dm1 t-dm1
CHEMBL1743085,urelumab,2.0,Antibody,4,urelumab|urelumab,bms-663513
CHEMBL1743087,vedolizumab,4.0,Antibody,15,entyvio|vedolizumab|vedolizumab,ldp-02|ldp02|mln-0002|mln0002|mln-02
CHEMBL1743260,karenitecin,3.0,Small molecule,1,,
CHEMBL1750,clofarabine,4.0,Small molecule,15,clofarabine|clofarabine|clofarabine|clolar|evoltra,nsc-759857
CHEMBL1751,digoxin,4.0,Small molecule,27,digamex|digoxin|digoxin|digoxin pediatric|lanoxicaps,nsc-95100
CHEMBL175247,orlistat,4.0,Small molecule,24,alli|alli (previously orlistat gsk)|beacita|orlistat|orlistat,nsc-758881|ro-18-0647-002|ro 18-0647/002|ro-18-0647/002|ro-180647-002
CHEMBL1753,clindamycin,4.0,Small molecule,14,clindamycin|clindamycin|clindamycin,"u-21,251|u-21251"
CHEMBL1756,estramustine phosphate,4.0,Small molecule,7,estracyt,nsc-89199
CHEMBL1757,fosfomycin,4.0,Small molecule,19,fosfocina|fosfomycin|fosfomycin|fosfomycin,j01xx01|nsc-758170|zti-01
CHEMBL1768,bethanechol chloride,4.0,Small molecule,11,bethanechol chloride|duvoid|myocholine|myotonachol|myotonine,nsc-30783
CHEMBL1770,levamisole hydrochloride,4.0,Small molecule,20,ergamisol|ketrax|levamisole hydrochloride|solaskil,"nsc-177023|r 12,564|r-12564|r 12654"
CHEMBL1770916,nirogacestat,4.0,Small molecule,8,nirogacestat|nirogacestat,pf 03084014|pf-03084014|pf 3084014|pf-3084014
CHEMBL1771,clopidogrel,4.0,Small molecule,11,clopidogrel|clopidogrel,nsc-758613|r 130964|r-130964|sr 25990|sr-25990
CHEMBL1773,capecitabine,4.0,Small molecule,35,capecitabine|capecitabine|capecitabine|capecitabine|capecitabine accord,nsc-759853|ro-09-1978-000|ro 09-1978/000|ro-09-1978000|ro-091978000
CHEMBL178,daunorubicin,4.0,Small molecule,19,daunorubicin|daunorubicin|daunorubicin component of vyxeos|daunoxome,fi 6339|fi-6339|nsc-83142|rp 13057|rp-13057
CHEMBL1789844,ipilimumab,4.0,Antibody,16,ipilimumab|ipilimumab|yervoy,bms-734016|bms734016|mdx-010|mdx010|mdx-010 mdx-ctla4
CHEMBL1789941,ruxolitinib,4.0,Small molecule,31,jakavi|ruxolitinib|ruxolitinib,inc-424|inc424|incb-018424|incb018424|incb-18424
CHEMBL1790041,ranitidine,4.0,Small molecule,8,ranitidine|ranitidine|ranitidine,nsc-757851
CHEMBL1794791,oxaloacetate,2.0,Small molecule,9,,nsc-77688
CHEMBL1796998,sulfur hexafluoride,4.0,Small molecule,11,lumason|sonovue|sulfur hexafluoride,bri
CHEMBL1800159,relugolix,4.0,Small molecule,11,orgovyx|relugolix|relugolix|relugolix component of myfembree,tak-385
CHEMBL180022,neratinib,4.0,Small molecule,8,neratinib|neratinib,cdp-820|hki-272|way-179272
CHEMBL181932,oteracil,3.0,Small molecule,6,oteracil,
CHEMBL182,ganciclovir,4.0,Small molecule,25,cymevene|cytovene|ganciclovir|ganciclovir|ganciclovir,bw 759u|bw-759u|nsc-759656|rs-21592
CHEMBL1823872,somatostatin,3.0,Protein,7,somatostatin,srif-14
CHEMBL1835207,apricoxib,2.0,Small molecule,7,apricoxib|apricoxib,cs-706|r-109339|tg-01|tg01
CHEMBL18442,plerixafor,4.0,Small molecule,18,mozobil|plerixafor|plerixafor|plerixafor accord,amd 3100|amd3100|jm 3100|sid 791
CHEMBL185,fluorouracil,4.0,Small molecule,36,5.f.u.|accusite|actikerall|adrucil|carac,5 fu|5-fu|nsc-19893|ro 2-9757|ro-2-9757
CHEMBL1851943,pracinostat,3.0,Small molecule,5,pracinostat,sb 939|sb-939
CHEMBL1852688,infigratinib,4.0,Small molecule,19,infigratinib|infigratinib,bgj-398|bgj398|mvp-bgj398|nvp-bgj398
CHEMBL186,cefepime,4.0,Small molecule,12,cefepime|cefepime|cefepime|renapime,bmy-28142|j01de01|vnrx-5022
CHEMBL186141,andrographolide,3.0,Small molecule,6,,hmpl-004|hmpl004|nsc-383468
CHEMBL1863515,glucarpidase,4.0,Enzyme,12,glucarpidase|voraxaze,
CHEMBL1873475,ibrutinib,4.0,Small molecule,20,ibrutinib|ibrutinib|imbruvica,cra-032765|pc-32765|pci 32765|pci-32765|pci-32765-00
CHEMBL1879463,dactolisib,3.0,Small molecule,13,dactolisib|dactolisib,bez-235|bez235|nsc-751249|nvp-bez235|nvp-bez235-nx
CHEMBL1889140,ropivacaine hydrochloride,4.0,Small molecule,11,naropin|ropivacaine hydrochloride,
CHEMBL18901,efaproxiral,3.0,Small molecule,7,efaproxiral|efaproxiral,rsr-13|rsr13
CHEMBL189963,palbociclib,4.0,Small molecule,22,ibrance|palbociclib|palbociclib,pd-0332991
CHEMBL19,methazolamide,4.0,Small molecule,15,methazolamide|methazolamide|neptazane,l-584601|nsc-758426|vvp-808|vvp808
CHEMBL190083,tarenflurbil,3.0,Small molecule,9,tarenflurbil|tarenflurbil,e-7869|mpc-7869
CHEMBL19019,naltrexone,4.0,Small molecule,15,celupan|naltrexone|naltrexone|naltrexone|trexal,en-1639a [as hydrochloride]|en-1639a free base|nsc-758439
CHEMBL190461,cannabidiol,4.0,Small molecule,23,cannabidiol|cannabidiol|epidiolex|epidyolex,btx-1204|btx-1503|gwp-42003|gwp42003|gwp-42003-p
CHEMBL1905073,chlorsulfaquinoxaline,2.0,Small molecule,3,,nsc-339004
CHEMBL1908360,everolimus,4.0,Small molecule,24,afinitor|afinitor disperz|certican|everolimus|everolimus,rad-001|rad001|rad 666|rad-666|sdz-rad
CHEMBL1908361,levoleucovorin calcium,4.0,Small molecule,23,calcium levofolinate|calcium levofolinate|fusilev|levoleucovorin calcium|levoleucovorin calcium,"cl 307,782|cl-307782"
CHEMBL1908391,masitinib,3.0,Small molecule,5,kinavet|masitinib,
CHEMBL1908841,levoleucovorin,4.0,Small molecule,10,khapzory,lfp-754
CHEMBL1908843,gadofosveset,4.0,Small molecule,7,gadofosveset,ms-325
CHEMBL191,losartan,4.0,Small molecule,17,losartan|losartan,e-3174|exp3174|hgp-1405|hgp1405|nsc-758699
CHEMBL191413,reparixin,3.0,Small molecule,10,reparixin|reparixin,df 1681y|df-1681y|df1681y
CHEMBL192,sildenafil,4.0,Small molecule,10,sildenafil|sildenafil,hip-0908|hip0908|uk-92480
CHEMBL1921976,orteronel,3.0,Small molecule,5,orteronel|orteronel,tak-700
CHEMBL1922094,apitolisib,2.0,Small molecule,25,apitolisib|apitolisib,g-038390|g-038390.1|gdc-0980|gdc-0980.1|rg-7422
CHEMBL19224,papaverine,3.0,Small molecule,5,,nsc-136630
CHEMBL194378,psilocybin,3.0,Small molecule,16,psilocybin|psilocybine|psilocybine,comp-360|comp360|cy 39|cy-39|cy39
CHEMBL1946170,regorafenib,4.0,Small molecule,20,regorafenib|regorafenib|stivarga,bay 73-4506|bay-73-4506|bay-734506|bay 73-4506 monohydrate|bay-73-4506 monohydrate
CHEMBL1947204,allitinib,2.0,Small molecule,6,,all-3
CHEMBL1950045,hydroxytyrosol,3.0,Small molecule,3,,
CHEMBL195560,isophenoxodiol,3.0,Small molecule,1,,
CHEMBL196,ascorbic acid,4.0,Small molecule,39,ascor|ascorbic acid|ascorbic acid component of moviprep|ascorbic acid component of plenvu|ascorbic acid component of vitaped,e-300|fema no. 2109|ins-300|ins no.300|nsc-218455
CHEMBL1963681,avanafil,4.0,Small molecule,12,avanafil|avanafil|spedra|stendra,ta-1790
CHEMBL1963684,peginesatide acetate,4.0,Protein,9,omontys|omontys preservative free|peginesatide acetate,af37702|af 37702 acetate|af-37702 acetate|af37702 acetate
CHEMBL1976040,adavosertib,2.0,Small molecule,18,adavosertib|adavosertib,azd 1775|azd-1775|azd1775|mk-1775|mk1775
CHEMBL1977579,streptozocin,4.0,Small molecule,15,streptozocin|streptozocin|zanosar,nsc-37917|nsc-85998|u-9889
CHEMBL1980297,ilorasertib,2.0,Small molecule,9,"abt-348, a-968660|ilorasertib|ilorasertib",a-968660|a-968660.0|abbott-968660|abt-348
CHEMBL1980825,antineoplaston a10,3.0,Small molecule,3,,
CHEMBL1983268,entrectinib,4.0,Small molecule,10,entrectinib|entrectinib|rozlytrek,nms-e628|rxdx-101
CHEMBL198362,rivaroxaban,4.0,Small molecule,17,rivaroxaban|rivaroxaban|rivaroxaban accord|rivaroxaban viatris (previously rivaroxaban mylan)|xarelto,bay 59-7939|bay-59-7939|jnj-39039039|jnj39039039
CHEMBL20,acetazolamide,4.0,Small molecule,24,acetazolamide|acetazolamide|diamox|diamox sr|eytazox,l 579486|nsc-145177
CHEMBL2007641,pertuzumab,4.0,Antibody,22,omnitarg|omnitarg perjeta|perjeta|pertuzumab|pertuzumab,rg-1273|rhumab 2c4|rhumab-2c4|rhumab2c4|sysa-1901
CHEMBL2010872,cep-11981,2.0,Small molecule,5,,bol-303213x|cep-11981|cep11981
CHEMBL2013119,rigosertib sodium,3.0,Small molecule,12,estybon|rigosertib sodium,on-01910|on 01910.na|on-01910.na|on 01910 sodium|on-01910 sodium
CHEMBL2017974,buparlisib,3.0,Small molecule,9,buparlisib|buparlisib,bkm-120|bkm-120nx|bkm120-nx|nvp-bkm-120|nvp-bkm120
CHEMBL2028663,dabrafenib,4.0,Small molecule,11,dabrafenib|dabrafenib|tafinlar,gsk-2118436|gsk-2118436a|gsk2118436a
CHEMBL2028987,degarelix acetate,4.0,Protein,11,degarelix accord|degarelix acetate|firmagon,fe-200486|fe200486|fe200486 (as acetate salt)
CHEMBL2030434,fludeoxyglucose f 18,4.0,Small molecule,36,fludeoxyglucose (18f)|fludeoxyglucose f 18|fludeoxyglucose f18,18-fdg|18fdg|s8fdg
CHEMBL2035187,pacritinib,4.0,Small molecule,8,pacritinib|pacritinib,onx-0803|sb-1518|sb1518
CHEMBL2042273,sumecigrel,2.0,Small molecule,6,sumecigrel|sumecigrel,
CHEMBL2043437,glasdegib,4.0,Small molecule,7,glasdegib|glasdegib,pf-04449913|pf-4449913
CHEMBL20489,ompenaclid,2.0,Small molecule,14,ompenaclid|ompenaclid,pnu-10483|rgx-202|rgx202
CHEMBL206253,netupitant,4.0,Small molecule,11,netupitant|netupitant|netupitant component of akynzeo|netupitant component of akynzeo capsule,ro-67-3189|ro 67-3189/000|ro-67-3189/000|ro-673189000
CHEMBL206834,bafetinib,2.0,Small molecule,13,bafetinib|bafetinib,cns-9|inno-406|ns-187
CHEMBL20684,abt-751,2.0,Small molecule,4,,nsc-742134
CHEMBL2068864,fludeoxyglucose,4.0,Small molecule,2,,
CHEMBL2068884,sodium gluconate,4.0,Small molecule,18,,e-576-|fema no. 4934|ins-576|ins no.576|nsc-759599
CHEMBL2079588,telatinib,2.0,Small molecule,5,telatinib,bay 57-9352|bay-579352
CHEMBL2087361,icotinib,3.0,Small molecule,3,,
CHEMBL20883,tegafur,4.0,Small molecule,39,citofur|riol|tegafur|tegafur|tegafur,bms-200604|ft-207|j356.722b|mjf-12264|nsc-148958
CHEMBL2095207,choline c-11,4.0,Small molecule,6,choline c-11,
CHEMBL2095208,cobicistat,4.0,Small molecule,19,cobicistat|cobicistat|cobicistat component of evotaz|cobicistat component of genvoya|cobicistat component of prezcobix,gs-9350
CHEMBL2095209,icosapent ethyl,4.0,Small molecule,19,icosapent ethyl|vascepa|vazkepa,amr 101|amr-101|amr101|nsc-759597
CHEMBL2096650,sodium thiosulfate,4.0,Small molecule,30,ametox|pedmark|pedmarqsi|sodium thiosulfate|sodium thiosulfate component of nithiodote,db-020|nsc-45624
CHEMBL2103738,lithium citrate,4.0,Small molecule,10,li-liquid|litarex|lithium citrate,nsc-758700
CHEMBL2103739,emedastine difumarate,4.0,Small molecule,13,emadine|emedastine difumarate,al-3432a|kb-2413|ly-188695
CHEMBL2103741,levothyroxine sodium,4.0,Small molecule,42,eltroxin|ermeza|euthyrox|evotrox|levolet,nsc-259940
CHEMBL2103744,morphine sulfate,4.0,Small molecule,49,arymo er|astramorph pf|avinza|depodur|duramorph,nsc-11441
CHEMBL2103751,prednimustine,2.0,Small molecule,12,prednimustine|prednimustine,leo-1031|nsc-134087|nsc-171345
CHEMBL2103774,tibolone,4.0,Small molecule,13,livial|tibolone|tibolone|tibolone,nsc-759898|org od 14|org-od 14
CHEMBL2103793,agatolimod sodium,3.0,Oligonucleotide,9,agatolimod sodium,cpg 7909|cpg-7909|pf-03512676|pf-3512676
CHEMBL2103794,anamorelin hydrochloride,3.0,Small molecule,7,anamorelin hydrochloride,rc-1291 hcl
CHEMBL2103798,cediranib maleate,3.0,Small molecule,7,cediranib maleate|recentin,azd-2171 maleate|azd2171 maleate
CHEMBL2103811,folitixorin calcium,3.0,Small molecule,4,folitixorin calcium,anx-510|cofactor
CHEMBL2103839,ridaforolimus,3.0,Small molecule,11,ridaforolimus|ridaforolimus,ap 23573|ap-23573|ap23573|mk-8669|mk8669
CHEMBL2103842,varlitinib,2.0,Small molecule,8,varlitinib|varlitinib,ar-00334543|arry-334543|arry-543|aslan-001|aslan001
CHEMBL2103844,pixantrone dimaleate,4.0,Small molecule,11,pixantrone dimaleate|pixuvri,bbr 2778|bbr 2778 dimaleate|bbr-2778 dimaleate|nsc-752341
CHEMBL2103868,cabozantinib s-malate,4.0,Small molecule,11,cabometyx|cabozantinib s-malate|cometriq,bms-907351|xl-184|xl184
CHEMBL2103875,trametinib,4.0,Small molecule,28,mekinist|trametinib|trametinib,gsk-1120212|gsk1120212|jtp 74057|jtp-74057|tmt-212
CHEMBL2103879,ganetespib,3.0,Small molecule,5,ganetespib|ganetespib,sta 9090|sta-9090
CHEMBL2103882,tivantinib,3.0,Small molecule,7,tivantinib|tivantinib,arq 197|arq-197
CHEMBL2103979,thymalfasin,3.0,Protein,8,thymalfasin|thymalfasin|zadaxin,
CHEMBL2104406,biricodar dicitrate,2.0,Small molecule,7,biricodar dicitrate,vx-710|vx-710-3|vx-71o-3
CHEMBL2104612,mitolactol,3.0,Small molecule,6,mitolactol,nci-c04795|nsc-104800
CHEMBL2104840,pentalyte,2.0,Small molecule,2,pentalyte,
CHEMBL2105348,ranimustine,3.0,Small molecule,6,ranimustine,nsc-270516
CHEMBL2105629,vinflunine ditartrate,4.0,Small molecule,7,javlor|vinflunine ditartrate,bms-710485|f-12158
CHEMBL2105643,fosbretabulin tromethamine,2.0,Small molecule,4,fosbretabulin tromethamine|zybrestat,
CHEMBL2105661,litronesib,2.0,Small molecule,9,litronesib|litronesib,kf 89617|kf-89617|kf89617|ly 2523355|ly-2523355
